Date/Hour (PST),Year,Month,Day,Hour Beginning,Hour Ending,SDGE Hourly Load,SDGE Hourly PV Generation
2/12/2018 12:00,2018,2,12,12,13," 2,854 ",568.48
2/12/2018 13:00,2018,2,12,13,14," 2,820 ",556.40
2/12/2018 14:00,2018,2,12,14,15," 2,740 ",466.52
2/12/2018 15:00,2018,2,12,15,16," 2,709 ",312.06
2/12/2018 16:00,2018,2,12,16,17," 2,774 ",118.66
2/12/2018 17:00,2018,2,12,17,18," 3,019 ",1.17
2/12/2018 18:00,2018,2,12,18,19," 3,212 ",0.00
2/12/2018 19:00,2018,2,12,19,20," 3,166 ",0.00
2/12/2018 20:00,2018,2,12,20,21," 3,037 ",0.00
2/12/2018 21:00,2018,2,12,21,22," 2,813 ",0.00
2/12/2018 22:00,2018,2,12,22,23," 2,508 ",0.00
2/12/2018 23:00,2018,2,12,23,24," 2,218 ",0.00
2/13/2018 0:00,2018,2,13,0,1," 2,038 ",0.00
2/13/2018 1:00,2018,2,13,1,2," 1,955 ",0.00
2/13/2018 2:00,2018,2,13,2,3," 1,899 ",0.00
2/13/2018 3:00,2018,2,13,3,4," 1,912 ",0.00
2/13/2018 4:00,2018,2,13,4,5," 1,988 ",0.00
2/13/2018 5:00,2018,2,13,5,6," 2,213 ",0.00
2/13/2018 6:00,2018,2,13,6,7," 2,564 ",0.44
2/13/2018 7:00,2018,2,13,7,8," 2,718 ",85.06
2/13/2018 8:00,2018,2,13,8,9," 2,740 ",265.29
2/13/2018 9:00,2018,2,13,9,10," 2,732 ",416.56
2/13/2018 10:00,2018,2,13,10,11," 2,721 ",500.72
2/13/2018 11:00,2018,2,13,11,12," 2,686 ",549.94
2/13/2018 12:00,2018,2,13,12,13," 2,651 ",568.48
2/13/2018 13:00,2018,2,13,13,14," 2,613 ",556.40
2/13/2018 14:00,2018,2,13,14,15," 2,569 ",466.52
2/13/2018 15:00,2018,2,13,15,16," 2,549 ",312.06
2/13/2018 16:00,2018,2,13,16,17," 2,575 ",118.66
2/13/2018 17:00,2018,2,13,17,18," 2,837 ",1.17
2/13/2018 18:00,2018,2,13,18,19," 3,086 ",0.00
2/13/2018 19:00,2018,2,13,19,20," 3,065 ",0.00
2/13/2018 20:00,2018,2,13,20,21," 2,969 ",0.00
2/13/2018 21:00,2018,2,13,21,22," 2,777 ",0.00
2/13/2018 22:00,2018,2,13,22,23," 2,504 ",0.00
2/13/2018 23:00,2018,2,13,23,24," 2,226 ",0.00
2/14/2018 0:00,2018,2,14,0,1," 2,045 ",0.00
2/14/2018 1:00,2018,2,14,1,2," 1,967 ",0.00
2/14/2018 2:00,2018,2,14,2,3," 1,928 ",0.00
2/14/2018 3:00,2018,2,14,3,4," 1,932 ",0.00
2/14/2018 4:00,2018,2,14,4,5," 2,000 ",0.00
2/14/2018 5:00,2018,2,14,5,6," 2,226 ",0.00
2/14/2018 6:00,2018,2,14,6,7," 2,583 ",0.44
2/14/2018 7:00,2018,2,14,7,8," 2,715 ",85.06
2/14/2018 8:00,2018,2,14,8,9," 2,751 ",265.29
2/14/2018 9:00,2018,2,14,9,10," 2,757 ",416.56
2/14/2018 10:00,2018,2,14,10,11," 2,747 ",500.72
2/14/2018 11:00,2018,2,14,11,12," 2,710 ",549.94
2/14/2018 12:00,2018,2,14,12,13," 2,671 ",568.48
2/14/2018 13:00,2018,2,14,13,14," 2,641 ",556.40
2/14/2018 14:00,2018,2,14,14,15," 2,604 ",466.52
2/14/2018 15:00,2018,2,14,15,16," 2,572 ",312.06
2/14/2018 16:00,2018,2,14,16,17," 2,611 ",118.66
2/14/2018 17:00,2018,2,14,17,18," 2,901 ",1.17
2/14/2018 18:00,2018,2,14,18,19," 3,112 ",0.00
2/14/2018 19:00,2018,2,14,19,20," 3,058 ",0.00
2/14/2018 20:00,2018,2,14,20,21," 2,960 ",0.00
2/14/2018 21:00,2018,2,14,21,22," 2,769 ",0.00
2/14/2018 22:00,2018,2,14,22,23," 2,475 ",0.00
2/14/2018 23:00,2018,2,14,23,24," 2,176 ",0.00
2/15/2018 0:00,2018,2,15,0,1," 1,990 ",0.00
2/15/2018 1:00,2018,2,15,1,2," 1,891 ",0.00
2/15/2018 2:00,2018,2,15,2,3," 1,846 ",0.00
2/15/2018 3:00,2018,2,15,3,4," 1,842 ",0.00
2/15/2018 4:00,2018,2,15,4,5," 1,906 ",0.00
2/15/2018 5:00,2018,2,15,5,6," 2,103 ",0.00
2/15/2018 6:00,2018,2,15,6,7," 2,456 ",2.34
2/15/2018 7:00,2018,2,15,7,8," 2,593 ",95.63
2/15/2018 8:00,2018,2,15,8,9," 2,654 ",265.97
2/15/2018 9:00,2018,2,15,9,10," 2,691 ",405.04
2/15/2018 10:00,2018,2,15,10,11," 2,712 ",491.92
2/15/2018 11:00,2018,2,15,11,12," 2,695 ",561.37
2/15/2018 12:00,2018,2,15,12,13," 2,669 ",570.15
2/15/2018 13:00,2018,2,15,13,14," 2,633 ",528.96
2/15/2018 14:00,2018,2,15,14,15," 2,585 ",430.34
2/15/2018 15:00,2018,2,15,15,16," 2,555 ",304.83
2/15/2018 16:00,2018,2,15,16,17," 2,575 ",127.08
2/15/2018 17:00,2018,2,15,17,18," 2,826 ",1.95
2/15/2018 18:00,2018,2,15,18,19," 3,043 ",0.00
2/15/2018 19:00,2018,2,15,19,20," 2,992 ",0.00
2/15/2018 20:00,2018,2,15,20,21," 2,929 ",0.00
2/15/2018 21:00,2018,2,15,21,22," 2,746 ",0.00
2/15/2018 22:00,2018,2,15,22,23," 2,470 ",0.00
2/15/2018 23:00,2018,2,15,23,24," 2,199 ",0.00
2/16/2018 0:00,2018,2,16,0,1," 2,018 ",0.00
2/16/2018 1:00,2018,2,16,1,2," 1,940 ",0.00
2/16/2018 2:00,2018,2,16,2,3," 1,881 ",0.00
2/16/2018 3:00,2018,2,16,3,4," 1,877 ",0.00
2/16/2018 4:00,2018,2,16,4,5," 1,956 ",0.00
2/16/2018 5:00,2018,2,16,5,6," 2,133 ",0.00
2/16/2018 6:00,2018,2,16,6,7," 2,443 ",2.34
2/16/2018 7:00,2018,2,16,7,8," 2,625 ",95.63
2/16/2018 8:00,2018,2,16,8,9," 2,753 ",265.97
2/16/2018 9:00,2018,2,16,9,10," 2,805 ",405.04
2/16/2018 10:00,2018,2,16,10,11," 2,812 ",491.92
2/16/2018 11:00,2018,2,16,11,12," 2,770 ",561.37
2/16/2018 12:00,2018,2,16,12,13," 2,709 ",570.15
2/16/2018 13:00,2018,2,16,13,14," 2,659 ",528.96
2/16/2018 14:00,2018,2,16,14,15," 2,614 ",430.34
2/16/2018 15:00,2018,2,16,15,16," 2,616 ",304.83
2/16/2018 16:00,2018,2,16,16,17," 2,706 ",127.08
2/16/2018 17:00,2018,2,16,17,18," 2,939 ",1.95
2/16/2018 18:00,2018,2,16,18,19," 3,049 ",0.00
2/16/2018 19:00,2018,2,16,19,20," 2,971 ",0.00
2/16/2018 20:00,2018,2,16,20,21," 2,882 ",0.00
2/16/2018 21:00,2018,2,16,21,22," 2,711 ",0.00
2/16/2018 22:00,2018,2,16,22,23," 2,486 ",0.00
2/16/2018 23:00,2018,2,16,23,24," 2,234 ",0.00
2/17/2018 0:00,2018,2,17,0,1," 2,052 ",0.00
2/17/2018 1:00,2018,2,17,1,2," 1,958 ",0.00
2/17/2018 2:00,2018,2,17,2,3," 1,886 ",0.00
2/17/2018 3:00,2018,2,17,3,4," 1,854 ",0.00
2/17/2018 4:00,2018,2,17,4,5," 1,875 ",0.00
2/17/2018 5:00,2018,2,17,5,6," 1,970 ",0.00
2/17/2018 6:00,2018,2,17,6,7," 2,067 ",2.34
2/17/2018 7:00,2018,2,17,7,8," 2,184 ",95.63
2/17/2018 8:00,2018,2,17,8,9," 2,315 ",265.97
2/17/2018 9:00,2018,2,17,9,10," 2,417 ",405.04
2/17/2018 10:00,2018,2,17,10,11," 2,460 ",491.92
2/17/2018 11:00,2018,2,17,11,12," 2,443 ",561.37
2/17/2018 12:00,2018,2,17,12,13," 2,399 ",570.15
2/17/2018 13:00,2018,2,17,13,14," 2,325 ",528.96
2/17/2018 14:00,2018,2,17,14,15," 2,285 ",430.34
2/17/2018 15:00,2018,2,17,15,16," 2,269 ",304.83
2/17/2018 16:00,2018,2,17,16,17," 2,302 ",127.08
2/17/2018 17:00,2018,2,17,17,18," 2,579 ",1.95
2/17/2018 18:00,2018,2,17,18,19," 2,841 ",0.00
2/17/2018 19:00,2018,2,17,19,20," 2,806 ",0.00
2/17/2018 20:00,2018,2,17,20,21," 2,721 ",0.00
2/17/2018 21:00,2018,2,17,21,22," 2,585 ",0.00
2/17/2018 22:00,2018,2,17,22,23," 2,409 ",0.00
2/17/2018 23:00,2018,2,17,23,24," 2,199 ",0.00
2/18/2018 0:00,2018,2,18,0,1," 2,035 ",0.00
2/18/2018 1:00,2018,2,18,1,2," 1,944 ",0.00
2/18/2018 2:00,2018,2,18,2,3," 1,880 ",0.00
2/18/2018 3:00,2018,2,18,3,4," 1,853 ",0.00
2/18/2018 4:00,2018,2,18,4,5," 1,862 ",0.00
2/18/2018 5:00,2018,2,18,5,6," 1,939 ",0.00
2/18/2018 6:00,2018,2,18,6,7," 2,015 ",2.34
2/18/2018 7:00,2018,2,18,7,8," 2,109 ",95.63
2/18/2018 8:00,2018,2,18,8,9," 2,249 ",265.97
2/18/2018 9:00,2018,2,18,9,10," 2,318 ",405.04
2/18/2018 10:00,2018,2,18,10,11," 2,362 ",491.92
2/18/2018 11:00,2018,2,18,11,12," 2,371 ",561.37
2/18/2018 12:00,2018,2,18,12,13," 2,352 ",570.15
2/18/2018 13:00,2018,2,18,13,14," 2,329 ",528.96
2/18/2018 14:00,2018,2,18,14,15," 2,337 ",430.34
2/18/2018 15:00,2018,2,18,15,16," 2,368 ",304.83
2/18/2018 16:00,2018,2,18,16,17," 2,437 ",127.08
2/18/2018 17:00,2018,2,18,17,18," 2,697 ",1.95
2/18/2018 18:00,2018,2,18,18,19," 2,871 ",0.00
2/18/2018 19:00,2018,2,18,19,20," 2,825 ",0.00
2/18/2018 20:00,2018,2,18,20,21," 2,734 ",0.00
2/18/2018 21:00,2018,2,18,21,22," 2,565 ",0.00
2/18/2018 22:00,2018,2,18,22,23," 2,331 ",0.00
2/18/2018 23:00,2018,2,18,23,24," 2,123 ",0.00
2/19/2018 0:00,2018,2,19,0,1," 1,981 ",0.00
2/19/2018 1:00,2018,2,19,1,2," 1,882 ",0.00
2/19/2018 2:00,2018,2,19,2,3," 1,846 ",0.00
2/19/2018 3:00,2018,2,19,3,4," 1,841 ",0.00
2/19/2018 4:00,2018,2,19,4,5," 1,886 ",0.00
2/19/2018 5:00,2018,2,19,5,6," 2,012 ",0.00
2/19/2018 6:00,2018,2,19,6,7," 2,213 ",2.34
2/19/2018 7:00,2018,2,19,7,8," 2,410 ",95.63
2/19/2018 8:00,2018,2,19,8,9," 2,604 ",265.97
2/19/2018 9:00,2018,2,19,9,10," 2,771 ",405.04
2/19/2018 10:00,2018,2,19,10,11," 2,826 ",491.92
2/19/2018 11:00,2018,2,19,11,12," 2,852 ",561.37
2/19/2018 12:00,2018,2,19,12,13," 2,891 ",570.15
2/19/2018 13:00,2018,2,19,13,14," 2,824 ",528.96
2/19/2018 14:00,2018,2,19,14,15," 2,758 ",430.34
2/19/2018 15:00,2018,2,19,15,16," 2,743 ",304.83
2/19/2018 16:00,2018,2,19,16,17," 2,764 ",127.08
2/19/2018 17:00,2018,2,19,17,18," 2,905 ",1.95
2/19/2018 18:00,2018,2,19,18,19," 3,095 ",0.00
2/19/2018 19:00,2018,2,19,19,20," 3,028 ",0.00
2/19/2018 20:00,2018,2,19,20,21," 2,937 ",0.00
2/19/2018 21:00,2018,2,19,21,22," 2,734 ",0.00
2/19/2018 22:00,2018,2,19,22,23," 2,450 ",0.00
2/19/2018 23:00,2018,2,19,23,24," 2,164 ",0.00
2/20/2018 0:00,2018,2,20,0,1," 1,987 ",0.00
2/20/2018 1:00,2018,2,20,1,2," 1,887 ",0.00
2/20/2018 2:00,2018,2,20,2,3," 1,846 ",0.00
2/20/2018 3:00,2018,2,20,3,4," 1,843 ",0.00
2/20/2018 4:00,2018,2,20,4,5," 1,924 ",0.00
2/20/2018 5:00,2018,2,20,5,6," 2,122 ",0.00
2/20/2018 6:00,2018,2,20,6,7," 2,462 ",2.34
2/20/2018 7:00,2018,2,20,7,8," 2,619 ",95.63
2/20/2018 8:00,2018,2,20,8,9," 2,695 ",265.97
2/20/2018 9:00,2018,2,20,9,10," 2,736 ",405.04
2/20/2018 10:00,2018,2,20,10,11," 2,783 ",491.92
2/20/2018 11:00,2018,2,20,11,12," 2,773 ",561.37
2/20/2018 12:00,2018,2,20,12,13," 2,739 ",570.15
2/20/2018 13:00,2018,2,20,13,14," 2,691 ",528.96
2/20/2018 14:00,2018,2,20,14,15," 2,638 ",430.34
2/20/2018 15:00,2018,2,20,15,16," 2,596 ",304.83
2/20/2018 16:00,2018,2,20,16,17," 2,613 ",127.08
2/20/2018 17:00,2018,2,20,17,18," 2,836 ",1.95
2/20/2018 18:00,2018,2,20,18,19," 3,072 ",0.00
2/20/2018 19:00,2018,2,20,19,20," 3,029 ",0.00
2/20/2018 20:00,2018,2,20,20,21," 2,939 ",0.00
2/20/2018 21:00,2018,2,20,21,22," 2,750 ",0.00
2/20/2018 22:00,2018,2,20,22,23," 2,466 ",0.00
2/20/2018 23:00,2018,2,20,23,24," 2,183 ",0.00
2/21/2018 0:00,2018,2,21,0,1," 2,002 ",0.00
2/21/2018 1:00,2018,2,21,1,2," 1,911 ",0.00
2/21/2018 2:00,2018,2,21,2,3," 1,868 ",0.00
2/21/2018 3:00,2018,2,21,3,4," 1,868 ",0.00
2/21/2018 4:00,2018,2,21,4,5," 1,948 ",0.00
2/21/2018 5:00,2018,2,21,5,6," 2,150 ",0.00
2/21/2018 6:00,2018,2,21,6,7," 2,489 ",2.34
2/21/2018 7:00,2018,2,21,7,8," 2,637 ",95.63
2/21/2018 8:00,2018,2,21,8,9," 2,675 ",265.97
2/21/2018 9:00,2018,2,21,9,10," 2,691 ",405.04
2/21/2018 10:00,2018,2,21,10,11," 2,697 ",491.92
2/21/2018 11:00,2018,2,21,11,12," 2,674 ",561.37
2/21/2018 12:00,2018,2,21,12,13," 2,649 ",570.15
2/21/2018 13:00,2018,2,21,13,14," 2,623 ",528.96
2/21/2018 14:00,2018,2,21,14,15," 2,576 ",430.34
2/21/2018 15:00,2018,2,21,15,16," 2,545 ",304.83
2/21/2018 16:00,2018,2,21,16,17," 2,559 ",127.08
2/21/2018 17:00,2018,2,21,17,18," 2,757 ",1.95
2/21/2018 18:00,2018,2,21,18,19," 3,012 ",0.00
2/21/2018 19:00,2018,2,21,19,20," 2,981 ",0.00
2/21/2018 20:00,2018,2,21,20,21," 2,893 ",0.00
2/21/2018 21:00,2018,2,21,21,22," 2,683 ",0.00
2/21/2018 22:00,2018,2,21,22,23," 2,405 ",0.00
2/21/2018 23:00,2018,2,21,23,24," 2,127 ",0.00
2/22/2018 0:00,2018,2,22,0,1," 1,965 ",0.00
2/22/2018 1:00,2018,2,22,1,2," 1,870 ",0.00
2/22/2018 2:00,2018,2,22,2,3," 1,835 ",0.00
2/22/2018 3:00,2018,2,22,3,4," 1,836 ",0.00
2/22/2018 4:00,2018,2,22,4,5," 1,911 ",0.00
2/22/2018 5:00,2018,2,22,5,6," 2,117 ",0.00
2/22/2018 6:00,2018,2,22,6,7," 2,455 ",7.09
2/22/2018 7:00,2018,2,22,7,8," 2,586 ",109.99
2/22/2018 8:00,2018,2,22,8,9," 2,637 ",273.25
2/22/2018 9:00,2018,2,22,9,10," 2,641 ",417.33
2/22/2018 10:00,2018,2,22,10,11," 2,655 ",522.32
2/22/2018 11:00,2018,2,22,11,12," 2,648 ",587.60
2/22/2018 12:00,2018,2,22,12,13," 2,632 ",594.97
2/22/2018 13:00,2018,2,22,13,14," 2,623 ",561.23
2/22/2018 14:00,2018,2,22,14,15," 2,591 ",474.99
2/22/2018 15:00,2018,2,22,15,16," 2,555 ",324.39
2/22/2018 16:00,2018,2,22,16,17," 2,547 ",141.71
2/22/2018 17:00,2018,2,22,17,18," 2,698 ",8.64
2/22/2018 18:00,2018,2,22,18,19," 2,938 ",0.00
2/22/2018 19:00,2018,2,22,19,20," 2,904 ",0.00
2/22/2018 20:00,2018,2,22,20,21," 2,810 ",0.00
2/22/2018 21:00,2018,2,22,21,22," 2,603 ",0.00
2/22/2018 22:00,2018,2,22,22,23," 2,325 ",0.00
2/22/2018 23:00,2018,2,22,23,24," 2,068 ",0.00
2/23/2018 0:00,2018,2,23,0,1," 1,908 ",0.00
2/23/2018 1:00,2018,2,23,1,2," 1,825 ",0.00
2/23/2018 2:00,2018,2,23,2,3," 1,794 ",0.00
2/23/2018 3:00,2018,2,23,3,4," 1,792 ",0.00
2/23/2018 4:00,2018,2,23,4,5," 1,852 ",0.00
2/23/2018 5:00,2018,2,23,5,6," 2,051 ",0.00
2/23/2018 6:00,2018,2,23,6,7," 2,347 ",7.09
2/23/2018 7:00,2018,2,23,7,8," 2,506 ",109.99
2/23/2018 8:00,2018,2,23,8,9," 2,558 ",273.25
2/23/2018 9:00,2018,2,23,9,10," 2,585 ",417.33
2/23/2018 10:00,2018,2,23,10,11," 2,613 ",522.32
2/23/2018 11:00,2018,2,23,11,12," 2,607 ",587.60
2/23/2018 12:00,2018,2,23,12,13," 2,588 ",594.97
2/23/2018 13:00,2018,2,23,13,14," 2,578 ",561.23
2/23/2018 14:00,2018,2,23,14,15," 2,552 ",474.99
2/23/2018 15:00,2018,2,23,15,16," 2,518 ",324.39
2/23/2018 16:00,2018,2,23,16,17," 2,505 ",141.71
2/23/2018 17:00,2018,2,23,17,18," 2,629 ",8.64
2/23/2018 18:00,2018,2,23,18,19," 2,858 ",0.00
2/23/2018 19:00,2018,2,23,19,20," 2,793 ",0.00
2/23/2018 20:00,2018,2,23,20,21," 2,702 ",0.00
2/23/2018 21:00,2018,2,23,21,22," 2,536 ",0.00
2/23/2018 22:00,2018,2,23,22,23," 2,301 ",0.00
2/23/2018 23:00,2018,2,23,23,24," 2,071 ",0.00
2/24/2018 0:00,2018,2,24,0,1," 1,911 ",0.00
2/24/2018 1:00,2018,2,24,1,2," 1,825 ",0.00
2/24/2018 2:00,2018,2,24,2,3," 1,775 ",0.00
2/24/2018 3:00,2018,2,24,3,4," 1,751 ",0.00
2/24/2018 4:00,2018,2,24,4,5," 1,783 ",0.00
2/24/2018 5:00,2018,2,24,5,6," 1,852 ",0.00
2/24/2018 6:00,2018,2,24,6,7," 1,969 ",7.09
2/24/2018 7:00,2018,2,24,7,8," 2,067 ",109.99
2/24/2018 8:00,2018,2,24,8,9," 2,212 ",273.25
2/24/2018 9:00,2018,2,24,9,10," 2,287 ",417.33
2/24/2018 10:00,2018,2,24,10,11," 2,347 ",522.32
2/24/2018 11:00,2018,2,24,11,12," 2,363 ",587.60
2/24/2018 12:00,2018,2,24,12,13," 2,344 ",594.97
2/24/2018 13:00,2018,2,24,13,14," 2,306 ",561.23
2/24/2018 14:00,2018,2,24,14,15," 2,280 ",474.99
2/24/2018 15:00,2018,2,24,15,16," 2,268 ",324.39
2/24/2018 16:00,2018,2,24,16,17," 2,295 ",141.71
2/24/2018 17:00,2018,2,24,17,18," 2,540 ",8.64
2/24/2018 18:00,2018,2,24,18,19," 2,749 ",0.00
2/24/2018 19:00,2018,2,24,19,20," 2,691 ",0.00
2/24/2018 20:00,2018,2,24,20,21," 2,590 ",0.00
2/24/2018 21:00,2018,2,24,21,22," 2,439 ",0.00
2/24/2018 22:00,2018,2,24,22,23," 2,220 ",0.00
2/24/2018 23:00,2018,2,24,23,24," 2,011 ",0.00
2/25/2018 0:00,2018,2,25,0,1," 1,847 ",0.00
2/25/2018 1:00,2018,2,25,1,2," 1,753 ",0.00
2/25/2018 2:00,2018,2,25,2,3," 1,690 ",0.00
2/25/2018 3:00,2018,2,25,3,4," 1,657 ",0.00
2/25/2018 4:00,2018,2,25,4,5," 1,669 ",0.00
2/25/2018 5:00,2018,2,25,5,6," 1,734 ",0.00
2/25/2018 6:00,2018,2,25,6,7," 1,799 ",7.09
2/25/2018 7:00,2018,2,25,7,8," 1,883 ",109.99
2/25/2018 8:00,2018,2,25,8,9," 2,048 ",273.25
2/25/2018 9:00,2018,2,25,9,10," 2,187 ",417.33
2/25/2018 10:00,2018,2,25,10,11," 2,264 ",522.32
2/25/2018 11:00,2018,2,25,11,12," 2,298 ",587.60
2/25/2018 12:00,2018,2,25,12,13," 2,311 ",594.97
2/25/2018 13:00,2018,2,25,13,14," 2,306 ",561.23
2/25/2018 14:00,2018,2,25,14,15," 2,297 ",474.99
2/25/2018 15:00,2018,2,25,15,16," 2,295 ",324.39
2/25/2018 16:00,2018,2,25,16,17," 2,425 ",141.71
2/25/2018 17:00,2018,2,25,17,18," 2,672 ",8.64
2/25/2018 18:00,2018,2,25,18,19," 2,822 ",0.00
2/25/2018 19:00,2018,2,25,19,20," 2,750 ",0.00
2/25/2018 20:00,2018,2,25,20,21," 2,616 ",0.00
2/25/2018 21:00,2018,2,25,21,22," 2,437 ",0.00
2/25/2018 22:00,2018,2,25,22,23," 2,177 ",0.00
2/25/2018 23:00,2018,2,25,23,24," 1,951 ",0.00
2/26/2018 0:00,2018,2,26,0,1," 1,800 ",0.00
2/26/2018 1:00,2018,2,26,1,2," 1,721 ",0.00
2/26/2018 2:00,2018,2,26,2,3," 1,674 ",0.00
2/26/2018 3:00,2018,2,26,3,4," 1,672 ",0.00
2/26/2018 4:00,2018,2,26,4,5," 1,738 ",0.00
2/26/2018 5:00,2018,2,26,5,6," 1,925 ",0.00
2/26/2018 6:00,2018,2,26,6,7," 2,194 ",7.09
2/26/2018 7:00,2018,2,26,7,8," 2,385 ",109.99
2/26/2018 8:00,2018,2,26,8,9," 2,491 ",273.25
2/26/2018 9:00,2018,2,26,9,10," 2,581 ",417.33
2/26/2018 10:00,2018,2,26,10,11," 2,666 ",522.32
2/26/2018 11:00,2018,2,26,11,12," 2,712 ",587.60
2/26/2018 12:00,2018,2,26,12,13," 2,721 ",594.97
2/26/2018 13:00,2018,2,26,13,14," 2,718 ",561.23
2/26/2018 14:00,2018,2,26,14,15," 2,709 ",474.99
2/26/2018 15:00,2018,2,26,15,16," 2,679 ",324.39
2/26/2018 16:00,2018,2,26,16,17," 2,639 ",141.71
2/26/2018 17:00,2018,2,26,17,18," 2,758 ",8.64
2/26/2018 18:00,2018,2,26,18,19," 2,982 ",0.00
2/26/2018 19:00,2018,2,26,19,20," 2,925 ",0.00
2/26/2018 20:00,2018,2,26,20,21," 2,805 ",0.00
2/26/2018 21:00,2018,2,26,21,22," 2,565 ",0.00
2/26/2018 22:00,2018,2,26,22,23," 2,262 ",0.00
2/26/2018 23:00,2018,2,26,23,24," 2,000 ",0.00
2/27/2018 0:00,2018,2,27,0,1," 1,843 ",0.00
2/27/2018 1:00,2018,2,27,1,2," 1,755 ",0.00
2/27/2018 2:00,2018,2,27,2,3," 1,707 ",0.00
2/27/2018 3:00,2018,2,27,3,4," 1,699 ",0.00
2/27/2018 4:00,2018,2,27,4,5," 1,765 ",0.00
2/27/2018 5:00,2018,2,27,5,6," 1,956 ",0.00
2/27/2018 6:00,2018,2,27,6,7," 2,235 ",7.09
2/27/2018 7:00,2018,2,27,7,8," 2,409 ",109.99
2/27/2018 8:00,2018,2,27,8,9," 2,485 ",273.25
2/27/2018 9:00,2018,2,27,9,10," 2,554 ",417.33
2/27/2018 10:00,2018,2,27,10,11," 2,623 ",522.32
2/27/2018 11:00,2018,2,27,11,12," 2,657 ",587.60
2/27/2018 12:00,2018,2,27,12,13," 2,658 ",594.97
2/27/2018 13:00,2018,2,27,13,14," 2,654 ",561.23
2/27/2018 14:00,2018,2,27,14,15," 2,616 ",474.99
2/27/2018 15:00,2018,2,27,15,16," 2,562 ",324.39
2/27/2018 16:00,2018,2,27,16,17," 2,572 ",141.71
2/27/2018 17:00,2018,2,27,17,18," 2,724 ",8.64
2/27/2018 18:00,2018,2,27,18,19," 2,937 ",0.00
2/27/2018 19:00,2018,2,27,19,20," 2,901 ",0.00
2/27/2018 20:00,2018,2,27,20,21," 2,785 ",0.00
2/27/2018 21:00,2018,2,27,21,22," 2,559 ",0.00
2/27/2018 22:00,2018,2,27,22,23," 2,257 ",0.00
2/27/2018 23:00,2018,2,27,23,24," 2,007 ",0.00
2/28/2018 0:00,2018,2,28,0,1," 1,860 ",0.00
2/28/2018 1:00,2018,2,28,1,2," 1,781 ",0.00
2/28/2018 2:00,2018,2,28,2,3," 1,727 ",0.00
2/28/2018 3:00,2018,2,28,3,4," 1,716 ",0.00
2/28/2018 4:00,2018,2,28,4,5," 1,772 ",0.00
2/28/2018 5:00,2018,2,28,5,6," 1,962 ",0.00
2/28/2018 6:00,2018,2,28,6,7," 2,258 ",7.09
2/28/2018 7:00,2018,2,28,7,8," 2,442 ",109.99
2/28/2018 8:00,2018,2,28,8,9," 2,527 ",273.25
2/28/2018 9:00,2018,2,28,9,10," 2,577 ",417.33
2/28/2018 10:00,2018,2,28,10,11," 2,626 ",522.32
2/28/2018 11:00,2018,2,28,11,12," 2,638 ",587.60
2/28/2018 12:00,2018,2,28,12,13," 2,634 ",594.97
2/28/2018 13:00,2018,2,28,13,14," 2,614 ",561.23
2/28/2018 14:00,2018,2,28,14,15," 2,573 ",474.99
2/28/2018 15:00,2018,2,28,15,16," 2,538 ",324.39
2/28/2018 16:00,2018,2,28,16,17," 2,537 ",141.71
2/28/2018 17:00,2018,2,28,17,18," 2,669 ",8.64
2/28/2018 18:00,2018,2,28,18,19," 2,939 ",0.00
2/28/2018 19:00,2018,2,28,19,20," 2,910 ",0.00
2/28/2018 20:00,2018,2,28,20,21," 2,816 ",0.00
2/28/2018 21:00,2018,2,28,21,22," 2,604 ",0.00
2/28/2018 22:00,2018,2,28,22,23," 2,308 ",0.00
2/28/2018 23:00,2018,2,28,23,24," 2,048 ",0.00
3/1/2018 0:00,2018,3,1,0,1," 1,885 ",0.00
3/1/2018 1:00,2018,3,1,1,2," 1,807 ",0.00
3/1/2018 2:00,2018,3,1,2,3," 1,767 ",0.00
3/1/2018 3:00,2018,3,1,3,4," 1,767 ",0.00
3/1/2018 4:00,2018,3,1,4,5," 1,825 ",0.00
3/1/2018 5:00,2018,3,1,5,6," 2,023 ",0.00
3/1/2018 6:00,2018,3,1,6,7," 2,321 ",12.83
3/1/2018 7:00,2018,3,1,7,8," 2,483 ",143.22
3/1/2018 8:00,2018,3,1,8,9," 2,547 ",327.78
3/1/2018 9:00,2018,3,1,9,10," 2,590 ",468.54
3/1/2018 10:00,2018,3,1,10,11," 2,630 ",545.32
3/1/2018 11:00,2018,3,1,11,12," 2,636 ",594.00
3/1/2018 12:00,2018,3,1,12,13," 2,628 ",599.50
3/1/2018 13:00,2018,3,1,13,14," 2,614 ",565.42
3/1/2018 14:00,2018,3,1,14,15," 2,584 ",487.32
3/1/2018 15:00,2018,3,1,15,16," 2,551 ",343.32
3/1/2018 16:00,2018,3,1,16,17," 2,543 ",167.11
3/1/2018 17:00,2018,3,1,17,18," 2,701 ",13.00
3/1/2018 18:00,2018,3,1,18,19," 2,953 ",0.00
3/1/2018 19:00,2018,3,1,19,20," 2,914 ",0.00
3/1/2018 20:00,2018,3,1,20,21," 2,813 ",0.00
3/1/2018 21:00,2018,3,1,21,22," 2,598 ",0.00
3/1/2018 22:00,2018,3,1,22,23," 2,299 ",0.00
3/1/2018 23:00,2018,3,1,23,24," 2,044 ",0.00
3/2/2018 0:00,2018,3,2,0,1," 1,882 ",0.00
3/2/2018 1:00,2018,3,2,1,2," 1,803 ",0.00
