Date/Hour (PST),Year,Month,Day,Hour Beginning,Hour Ending,PG&E Hourly Load,PG&E Hourly PV Generation ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/27/2027 13:00,2027,12,27,13,14," 11,806 ",3293.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/27/2027 14:00,2027,12,27,14,15," 11,776 ",2576.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/27/2027 15:00,2027,12,27,15,16," 11,928 ",1399.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/27/2027 16:00,2027,12,27,16,17," 12,577 ",155.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/27/2027 17:00,2027,12,27,17,18," 14,108 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/27/2027 18:00,2027,12,27,18,19," 13,978 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/27/2027 19:00,2027,12,27,19,20," 13,542 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/27/2027 20:00,2027,12,27,20,21," 13,169 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/27/2027 21:00,2027,12,27,21,22," 12,729 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/27/2027 22:00,2027,12,27,22,23," 12,169 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/27/2027 23:00,2027,12,27,23,24," 11,548 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/28/2027 0:00,2027,12,28,0,1," 11,830 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/28/2027 1:00,2027,12,28,1,2," 11,276 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/28/2027 2:00,2027,12,28,2,3," 11,377 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/28/2027 3:00,2027,12,28,3,4," 11,445 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/28/2027 4:00,2027,12,28,4,5," 11,801 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/28/2027 5:00,2027,12,28,5,6," 12,277 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/28/2027 6:00,2027,12,28,6,7," 13,768 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/28/2027 7:00,2027,12,28,7,8," 14,510 ",72.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/28/2027 8:00,2027,12,28,8,9," 14,594 ",1007.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/28/2027 9:00,2027,12,28,9,10," 14,509 ",2263.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/28/2027 10:00,2027,12,28,10,11," 14,381 ",3121.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/28/2027 11:00,2027,12,28,11,12," 14,244 ",3628.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/28/2027 12:00,2027,12,28,12,13," 14,007 ",3658.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/28/2027 13:00,2027,12,28,13,14," 13,879 ",3293.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/28/2027 14:00,2027,12,28,14,15," 13,797 ",2576.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/28/2027 15:00,2027,12,28,15,16," 13,957 ",1399.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/28/2027 16:00,2027,12,28,16,17," 14,553 ",155.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/28/2027 17:00,2027,12,28,17,18," 16,624 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/28/2027 18:00,2027,12,28,18,19," 17,066 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/28/2027 19:00,2027,12,28,19,20," 16,894 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/28/2027 20:00,2027,12,28,20,21," 16,501 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/28/2027 21:00,2027,12,28,21,22," 15,460 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/28/2027 22:00,2027,12,28,22,23," 14,204 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/28/2027 23:00,2027,12,28,23,24," 12,854 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/29/2027 0:00,2027,12,29,0,1," 10,837 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/29/2027 1:00,2027,12,29,1,2," 10,774 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/29/2027 2:00,2027,12,29,2,3," 10,645 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/29/2027 3:00,2027,12,29,3,4," 10,622 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/29/2027 4:00,2027,12,29,4,5," 10,651 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/29/2027 5:00,2027,12,29,5,6," 10,914 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/29/2027 6:00,2027,12,29,6,7," 11,898 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/29/2027 7:00,2027,12,29,7,8," 12,591 ",72.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/29/2027 8:00,2027,12,29,8,9," 13,169 ",1007.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/29/2027 9:00,2027,12,29,9,10," 13,629 ",2263.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/29/2027 10:00,2027,12,29,10,11," 13,442 ",3121.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/29/2027 11:00,2027,12,29,11,12," 13,435 ",3628.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/29/2027 12:00,2027,12,29,12,13," 13,205 ",3658.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/29/2027 13:00,2027,12,29,13,14," 12,990 ",3293.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/29/2027 14:00,2027,12,29,14,15," 12,839 ",2576.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/29/2027 15:00,2027,12,29,15,16," 12,875 ",1399.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/29/2027 16:00,2027,12,29,16,17," 13,452 ",155.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/29/2027 17:00,2027,12,29,17,18," 14,968 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/29/2027 18:00,2027,12,29,18,19," 15,313 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/29/2027 19:00,2027,12,29,19,20," 15,030 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/29/2027 20:00,2027,12,29,20,21," 14,623 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/29/2027 21:00,2027,12,29,21,22," 14,013 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/29/2027 22:00,2027,12,29,22,23," 12,857 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/29/2027 23:00,2027,12,29,23,24," 11,925 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/30/2027 0:00,2027,12,30,0,1," 11,636 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/30/2027 1:00,2027,12,30,1,2," 11,148 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/30/2027 2:00,2027,12,30,2,3," 10,883 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/30/2027 3:00,2027,12,30,3,4," 10,823 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/30/2027 4:00,2027,12,30,4,5," 10,841 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/30/2027 5:00,2027,12,30,5,6," 11,215 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/30/2027 6:00,2027,12,30,6,7," 12,441 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/30/2027 7:00,2027,12,30,7,8," 13,164 ",72.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/30/2027 8:00,2027,12,30,8,9," 13,700 ",1007.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/30/2027 9:00,2027,12,30,9,10," 14,057 ",2263.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/30/2027 10:00,2027,12,30,10,11," 13,395 ",3121.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/30/2027 11:00,2027,12,30,11,12," 12,998 ",3628.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/30/2027 12:00,2027,12,30,12,13," 12,721 ",3658.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/30/2027 13:00,2027,12,30,13,14," 12,580 ",3293.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/30/2027 14:00,2027,12,30,14,15," 12,461 ",2576.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/30/2027 15:00,2027,12,30,15,16," 12,545 ",1399.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/30/2027 16:00,2027,12,30,16,17," 13,206 ",155.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/30/2027 17:00,2027,12,30,17,18," 14,801 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/30/2027 18:00,2027,12,30,18,19," 15,182 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/30/2027 19:00,2027,12,30,19,20," 14,970 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/30/2027 20:00,2027,12,30,20,21," 14,609 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/30/2027 21:00,2027,12,30,21,22," 13,995 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/30/2027 22:00,2027,12,30,22,23," 12,772 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/30/2027 23:00,2027,12,30,23,24," 11,958 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/2027 0:00,2027,12,31,0,1," 11,335 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/2027 1:00,2027,12,31,1,2," 11,212 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/2027 2:00,2027,12,31,2,3," 10,775 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/2027 3:00,2027,12,31,3,4," 10,701 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/2027 4:00,2027,12,31,4,5," 10,878 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/2027 5:00,2027,12,31,5,6," 11,299 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/2027 6:00,2027,12,31,6,7," 12,219 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/2027 7:00,2027,12,31,7,8," 12,888 ",72.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/2027 8:00,2027,12,31,8,9," 13,505 ",1007.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/2027 9:00,2027,12,31,9,10," 13,844 ",2263.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/2027 10:00,2027,12,31,10,11," 14,090 ",3121.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/2027 11:00,2027,12,31,11,12," 14,058 ",3628.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/2027 12:00,2027,12,31,12,13," 13,889 ",3658.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/2027 13:00,2027,12,31,13,14," 13,718 ",3293.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/2027 14:00,2027,12,31,14,15," 13,530 ",2576.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/2027 15:00,2027,12,31,15,16," 13,538 ",1399.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/2027 16:00,2027,12,31,16,17," 14,044 ",155.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/2027 17:00,2027,12,31,17,18," 15,234 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/2027 18:00,2027,12,31,18,19," 15,332 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/2027 19:00,2027,12,31,19,20," 14,948 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/2027 20:00,2027,12,31,20,21," 14,534 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/2027 21:00,2027,12,31,21,22," 13,958 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/2027 22:00,2027,12,31,22,23," 12,864 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/2027 23:00,2027,12,31,23,24," 11,906 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/1/2028 0:00,2028,1,1,0,1," 11,279 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/1/2028 1:00,2028,1,1,1,2," 10,840 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/1/2028 2:00,2028,1,1,2,3," 10,637 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/1/2028 3:00,2028,1,1,3,4," 10,457 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/1/2028 4:00,2028,1,1,4,5," 10,417 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/1/2028 5:00,2028,1,1,5,6," 10,492 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/1/2028 6:00,2028,1,1,6,7," 10,720 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/1/2028 7:00,2028,1,1,7,8," 10,824 ",53.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/1/2028 8:00,2028,1,1,8,9," 11,054 ",815.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/1/2028 9:00,2028,1,1,9,10," 11,318 ",1879.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/1/2028 10:00,2028,1,1,10,11," 11,461 ",2633.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/1/2028 11:00,2028,1,1,11,12," 11,440 ",3189.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/1/2028 12:00,2028,1,1,12,13," 11,326 ",3432.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/1/2028 13:00,2028,1,1,13,14," 11,206 ",3289.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/1/2028 14:00,2028,1,1,14,15," 11,122 ",2679.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/1/2028 15:00,2028,1,1,15,16," 11,225 ",1607.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/1/2028 16:00,2028,1,1,16,17," 11,815 ",244.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/1/2028 17:00,2028,1,1,17,18," 13,597 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/1/2028 18:00,2028,1,1,18,19," 14,056 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/1/2028 19:00,2028,1,1,19,20," 13,858 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/1/2028 20:00,2028,1,1,20,21," 13,537 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/1/2028 21:00,2028,1,1,21,22," 12,966 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/1/2028 22:00,2028,1,1,22,23," 12,234 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/1/2028 23:00,2028,1,1,23,24," 11,250 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/2/2028 0:00,2028,1,2,0,1," 11,031 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/2/2028 1:00,2028,1,2,1,2," 10,747 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/2/2028 2:00,2028,1,2,2,3," 10,564 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/2/2028 3:00,2028,1,2,3,4," 10,508 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/2/2028 4:00,2028,1,2,4,5," 10,550 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/2/2028 5:00,2028,1,2,5,6," 10,726 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/2/2028 6:00,2028,1,2,6,7," 11,047 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/2/2028 7:00,2028,1,2,7,8," 11,410 ",53.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/2/2028 8:00,2028,1,2,8,9," 11,856 ",815.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/2/2028 9:00,2028,1,2,9,10," 12,177 ",1879.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/2/2028 10:00,2028,1,2,10,11," 12,190 ",2633.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/2/2028 11:00,2028,1,2,11,12," 12,128 ",3189.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/2/2028 12:00,2028,1,2,12,13," 12,024 ",3432.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/2/2028 13:00,2028,1,2,13,14," 11,901 ",3289.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/2/2028 14:00,2028,1,2,14,15," 11,782 ",2679.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/2/2028 15:00,2028,1,2,15,16," 11,914 ",1607.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/2/2028 16:00,2028,1,2,16,17," 12,328 ",244.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/2/2028 17:00,2028,1,2,17,18," 14,067 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/2/2028 18:00,2028,1,2,18,19," 14,563 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/2/2028 19:00,2028,1,2,19,20," 14,410 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/2/2028 20:00,2028,1,2,20,21," 14,118 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/2/2028 21:00,2028,1,2,21,22," 13,341 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/2/2028 22:00,2028,1,2,22,23," 12,334 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/2/2028 23:00,2028,1,2,23,24," 11,355 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/3/2028 0:00,2028,1,3,0,1," 10,726 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/3/2028 1:00,2028,1,3,1,2," 10,432 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/3/2028 2:00,2028,1,3,2,3," 10,294 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/3/2028 3:00,2028,1,3,3,4," 10,260 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/3/2028 4:00,2028,1,3,4,5," 10,383 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/3/2028 5:00,2028,1,3,5,6," 10,670 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/3/2028 6:00,2028,1,3,6,7," 11,143 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/3/2028 7:00,2028,1,3,7,8," 11,724 ",53.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/3/2028 8:00,2028,1,3,8,9," 12,314 ",815.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/3/2028 9:00,2028,1,3,9,10," 12,843 ",1879.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/3/2028 10:00,2028,1,3,10,11," 13,316 ",2633.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/3/2028 11:00,2028,1,3,11,12," 13,291 ",3189.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/3/2028 12:00,2028,1,3,12,13," 13,018 ",3432.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/3/2028 13:00,2028,1,3,13,14," 12,800 ",3289.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/3/2028 14:00,2028,1,3,14,15," 12,709 ",2679.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/3/2028 15:00,2028,1,3,15,16," 12,763 ",1607.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/3/2028 16:00,2028,1,3,16,17," 13,335 ",244.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/3/2028 17:00,2028,1,3,17,18," 14,842 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/3/2028 18:00,2028,1,3,18,19," 15,276 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/3/2028 19:00,2028,1,3,19,20," 14,978 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/3/2028 20:00,2028,1,3,20,21," 14,575 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/3/2028 21:00,2028,1,3,21,22," 13,951 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/3/2028 22:00,2028,1,3,22,23," 12,726 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/3/2028 23:00,2028,1,3,23,24," 11,528 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/4/2028 0:00,2028,1,4,0,1," 10,829 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/4/2028 1:00,2028,1,4,1,2," 10,609 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/4/2028 2:00,2028,1,4,2,3," 10,450 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/4/2028 3:00,2028,1,4,3,4," 10,436 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/4/2028 4:00,2028,1,4,4,5," 10,651 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/4/2028 5:00,2028,1,4,5,6," 11,215 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/4/2028 6:00,2028,1,4,6,7," 12,613 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/4/2028 7:00,2028,1,4,7,8," 13,753 ",53.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/4/2028 8:00,2028,1,4,8,9," 14,052 ",815.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/4/2028 9:00,2028,1,4,9,10," 14,176 ",1879.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/4/2028 10:00,2028,1,4,10,11," 14,225 ",2633.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/4/2028 11:00,2028,1,4,11,12," 14,110 ",3189.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/4/2028 12:00,2028,1,4,12,13," 13,859 ",3432.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
